,Unnamed: 0,tick,num_streak,streak_start_date,streak_end_date,payout_period,lastest_amount,incremental_percentage,number_survive_proof,latest_survive_streak,number_survive_years,exchange,industry,sector,share_volume,trade_volume,market_cap,low_today,high_today,low_52,high_52,previous_close,_pe,_yield,_eps,_annualized_dividend
332,332,RUSHB,15,11/06/2018,05/11/2022,3.0,0.19,28.571428571428555,1,2018,20,NASDAQ-GS,Consumer Discretionary,Other Specialty Stores,0.0,34216.0,2953000000.0,0.0,0.0,58.01,36.21,51.41,10.32,1.47,4.98,0.76
333,333,INDB,111,12/19/1994,06/24/2022,2.990990990990991,0.51,25.0,3,1994,34,NASDAQ-GS,Finance,Major Banks,0.0,200006.0,3858000000.0,0.0,0.0,93.52,68.14,81.47,23.21,2.5,3.51,2.04
334,334,PATK,10,03/06/2020,05/27/2022,2.9,0.33,17.857142857142847,1,2020,27,NASDAQ-GS,Consumer Discretionary,Other Specialty Stores,0.0,227516.0,1302000000.0,0.0,0.0,88.79,49.79,55.05,4.54,2.48,12.13,1.32
335,335,FLXS,136,12/15/1988,06/28/2022,2.9558823529411766,0.15,100.0,4,1988,34,NASDAQ-GS,Consumer Discretionary,Home Furnishings,0.0,55244.0,125573000.0,0.0,0.0,42.44,17.52,18.56,16.72,3.34,1.11,0.6
336,336,HWCPZ,8,08/31/2020,05/31/2022,2.625,0.390625,0.0,1,2020,2,NASDAQ-GS,Finance,Major Banks,0.0,0.0,0.0,0.0,0.0,29.34,23.87,25.17,0.0,6.2,0.0,1.5625
337,337,RGP,47,11/22/2010,05/10/2022,3.0,0.14,25.0,1,2010,15,NASDAQ-GS,Consumer Discretionary,Business Services,0.0,236252.0,659208000.0,0.0,0.0,21.61,13.28,20.58,9.85,2.71,2.09,0.56
338,338,SNFCA,1,09/09/1992,09/09/1992,0.0,0.1,0.0,0,1992,30,NASDAQ-GM,Finance,Diversified Financial Services,0.0,20831.0,164179000.0,0.0,0.0,9.96,7.63,8.12,5.72,0.0,1.42,0.0
339,339,SBFG,37,05/08/2013,05/12/2022,2.972972972972973,0.12,20.0,1,2013,24,NASDAQ-CM,Finance,Major Banks,0.0,9481.0,118675000.0,0.0,0.0,20.85,16.26,17.06,8.8,2.79,1.94,0.48
340,340,NWFL,87,01/11/2001,07/14/2022,3.0,0.28,17.647058823529406,3,2001,23,NASDAQ-GM,Finance,Major Banks,0.0,10610.0,197215000.0,0.0,0.0,29.0,23.0,24.12,7.47,4.65,3.23,1.12
341,341,MRBK,9,08/07/2020,05/13/2022,2.333333333333333,0.2,700.0,1,2020,2,NASDAQ-GS,Finance,Major Banks,0.0,8567.0,180982000.0,0.0,0.0,39.78,24.0,29.77,5.99,2.66,4.97,0.8
342,342,SBUX,50,04/05/2010,08/11/2022,2.96,0.49,30.769230769230774,1,2010,12,NASDAQ-GS,Consumer Discretionary,Beverages - Non-Alcoholic,39.0,10869974.0,0.0,0.0,0.0,126.32,68.39,79.52,21.32,2.47,3.73,1.96
343,343,FRAF,12,08/01/2019,05/05/2022,3.0,0.32,3.333333333333343,1,2019,24,NASDAQ-CM,Finance,Major Banks,0.0,11831.0,133854999.99999999,0.0,0.0,35.0,28.05,30.2,7.57,4.23,3.99,1.28
344,344,MSVB,15,11/15/2018,05/12/2022,2.8,0.04,50.0,1,2018,4,NASDAQ-CM,Finance,Major Banks,0.0,4703.0,41066000.0,0.0,0.0,16.29,13.06,13.62,23.07,1.18,0.59,0.16
345,345,OCCI,28,11/02/2018,06/10/2022,1.5357142857142858,0.55,199.88465974625143,1,2018,4,NASDAQ-CM,Finance,"Trusts, Except Educational, Religious, and Charitable",0.0,67293.0,80957000.0,0.0,0.0,14.67,9.0,9.16,15.53,23.68,0.59,2.2
346,346,EML,91,11/23/1999,05/12/2022,2.967032967032967,0.11,177.77777777777777,3,1999,23,NASDAQ-GM,Industrials,Industrial Specialties,0.0,6156.0,128076000.0,0.0,0.0,32.47,19.0,20.41,15.23,2.16,1.34,0.44
347,347,JKHY,75,11/14/2003,05/26/2022,2.986666666666667,0.49,53.84615384615384,2,2003,32,NASDAQ-GS,Technology,Retail: Computer Software & Peripheral Equipment,0.0,500271.0,13607000000.0,0.0,0.0,205.37,147.5,183.78,37.66,1.06,4.88,1.96
348,348,TCPC,41,06/13/2012,06/15/2022,2.926829268292683,0.3,14.285714285714292,1,2012,10,NASDAQ-GS,Finance,Finance/Investors Services,0.0,294933.0,742310000.0,0.0,0.0,14.52,11.76,12.85,6.69,9.34,1.92,1.2
349,349,PINC,8,08/31/2020,05/31/2022,2.625,0.2,5.263157894736835,1,2020,2,NASDAQ-GS,Health Care,Managed Health Care,0.0,576005.0,4361000000.0,0.0,0.0,42.15,33.26,35.79,15.49,2.21,2.31,0.8
350,350,PFIS,97,11/16/1998,05/27/2022,2.9072164948453607,0.39,2207.692307692308,3,1998,24,NASDAQ-GS,Finance,Major Banks,0.0,11034.0,391057000.0,0.0,0.0,59.99,41.65,54.52,9.01,2.78,6.05,1.56
351,351,JOAN,5,06/10/2021,06/09/2022,2.4,0.11,10.0,0,2021,1,NASDAQ-GM,Consumer Discretionary,Department/Specialty Retail Stores,0.0,338409.0,312152000.0,0.0,0.0,16.65,6.23,7.58,68.91,5.69,0.11,0.44
352,352,TRIN,6,03/30/2021,06/29/2022,2.5,0.57,52.7777777777778,0,2021,1,NASDAQ-GS,Finance,Finance/Investors Services,0.0,170760.0,396311000.0,0.0,0.0,20.26,14.03,14.55,4.32,11.43,3.37,1.68
353,353,FRBA,22,02/08/2017,05/12/2022,2.863636363636364,0.06,100.0,1,2017,5,NASDAQ-GM,Finance,Major Banks,0.0,35911.0,275343000.0,0.0,0.0,15.9,12.61,14.02,8.15,1.7,1.72,0.24
354,354,SBGI,46,02/25/2011,05/31/2022,3.0,0.25,666.6666666666666,1,2011,18,NASDAQ-GS,Consumer Discretionary,Movies/Entertainment,0.0,813213.0,1573000000.0,0.0,0.0,33.62,18.89,20.83,0.69,4.84,30.05,1.0
355,355,ZIONO,37,05/29/2013,05/31/2022,2.918918918918919,0.39375,1.1108571428571423,1,2013,9,NASDAQ-GM,Finance,Major Banks,0.0,0.0,0.0,0.0,0.0,29.66,25.02,25.25,0.0,6.23,0.0,1.575
356,356,ROST,5,06/07/2021,06/06/2022,3.0,0.31,8.771929824561411,0,2021,28,NASDAQ-GS,Consumer Discretionary,Clothing/Shoe/Accessory Stores,0.0,4475291.0,26083000000.0,0.0,0.0,127.58,69.24,73.82,16.44,1.74,4.49,1.24
357,357,CASH,111,12/09/1994,06/08/2022,2.972972972972973,0.05,46.666666666666686,3,1994,28,NASDAQ-GS,Finance,Banks,0.0,241241.0,1259000000.0,0.0,0.0,65.95,36.02,41.2,7.67,0.49,5.37,0.2
358,358,MCBC,33,05/06/2014,05/11/2022,2.9696969696969697,0.08,50.0,1,2014,22,NASDAQ-GS,Finance,Major Banks,0.0,58820.0,299503000.0,0.0,0.0,9.56,7.37,8.76,10.95,3.64,0.8,0.32
359,359,RILYT,7,04/14/2021,10/13/2022,2.571428571428572,0.375,0.0,0,2021,1,NASDAQ-GM,Consumer Discretionary,Business Services,0.0,0.0,0.0,0.0,0.0,26.66,22.66,23.2,0.0,6.48,0.0,1.5
360,360,CDK,31,11/26/2014,06/16/2022,2.935483870967742,0.15,12.5,1,2014,8,NASDAQ-GS,Technology,Retail: Computer Software & Peripheral Equipment,0.0,1986750.0,6480000000.0,0.0,0.0,55.12,38.53,54.76,26.2,1.09,2.09,0.6
361,361,VCTR,12,09/09/2019,06/09/2022,2.75,0.25,47.05882352941177,1,2019,3,NASDAQ-GS,Finance,Investment Managers,0.0,331152.0,1711000000.0,0.0,0.0,43.09,23.33,25.12,6.54,4.03,3.84,1.0
362,362,NRIM,109,04/13/1995,06/08/2022,2.9908256880733943,0.41,90.0,3,1995,27,NASDAQ-GS,Finance,Savings Institutions,0.0,47141.0,246992000.0,0.0,0.0,47.34,38.41,40.23,7.65,4.07,5.26,1.64
363,363,ACGLN,5,09/14/2021,09/14/2022,2.4,0.284375,1.4210854715202004e-14,0,2021,1,NASDAQ-GS,Finance,Property-Casualty Insurers,0.0,0.0,0.0,0.0,0.0,26.76,17.96,19.33,0.0,5.85,0.0,1.1375
364,364,ENSG,59,12/27/2007,06/29/2022,2.949152542372881,0.055,12.5,2,2007,15,NASDAQ-GS,Health Care,Hospital/Nursing Management,0.0,247988.0,4158000000.0000005,0.0,0.0,94.25,68.29,75.25,21.81,0.29,3.45,0.22
365,365,STRA,21,06/01/2017,05/26/2022,2.952380952380953,0.6,100.0,1,2017,26,NASDAQ-GS,Consumer Discretionary,Service to the Health Industry,0.0,139207.0,1695000000.0,0.0,0.0,83.34,48.01,68.9,31.61,3.44,2.18,2.4
366,366,LSBK,63,11/10/2006,05/06/2022,2.952380952380953,0.16,75.00000000000003,2,2006,16,NASDAQ-GM,Finance,Savings Institutions,0.0,1434.0,79588000.0,0.0,0.0,15.26,13.2,13.96,14.72,4.58,0.95,0.64
367,367,ATAX,65,06/28/2006,06/29/2022,2.9692307692307693,0.57,418.1818181818181,2,2006,34,NASDAQ-GS,Finance,Finance: Consumer Services,0.0,0.0,1215000000.0,0.0,0.0,21.21,16.53,18.5,7.94,8.04,2.32,1.48
368,368,SIGI,135,11/08/1988,05/13/2022,2.977777777777778,0.28,15.78947368421052,4,1988,34,NASDAQ-GS,Finance,Property-Casualty Insurers,0.0,305924.0,5213000000.0,0.0,0.0,94.35,74.29,86.7,15.37,1.28,5.64,1.12
369,369,VABK,5,06/10/2021,06/09/2022,2.4,0.3,0.0,0,2021,1,NASDAQ-CM,Finance,Major Banks,0.0,12707.0,168009000.0,0.0,0.0,40.0,27.05,31.65,12.56,3.84,2.52,1.2
370,370,EZPW,7,08/07/1998,02/04/2000,2.571428571428572,0.0125,0.0,0,1998,24,NASDAQ-GS,Miscellaneous,Diversified Commercial Services,0.0,341783.0,424909000.0,0.0,0.0,8.8,5.5,7.58,19.44,0.0,0.39,0.0
371,371,PLPC,36,09/27/2013,06/30/2022,3.0,0.2,0.0,1,2013,24,NASDAQ-GS,Industrials,Telecommunications Equipment,0.0,16062.0,301150000.0,0.0,0.0,76.6,54.97,61.46,7.47,1.3,8.23,0.8
372,372,VBFC,3,11/05/2021,06/02/2022,2.333333333333333,0.14,0.0,0,2021,1,NASDAQ-CM,Finance,Major Banks,0.0,1112.0,67780000.0,0.0,0.0,61.2,43.97,45.58,6.52,1.22,7.05,0.56
373,373,SPPI,1,12/18/2012,12/18/2012,0.0,0.15,0.0,0,2012,10,NASDAQ-GS,Health Care,Biotechnology: Pharmaceutical Preparations,0.0,2390792.0,130820000.0,0.0,0.0,3.83,0.6,0.7979,0.0,0.0,-0.88,0.0
374,374,JBHT,36,07/31/2013,05/12/2022,3.0,0.4,33.33333333333334,1,2013,34,NASDAQ-GS,Industrials,Trucking Freight/Courier Services,0.0,786989.0,16773000000.0,0.0,0.0,218.18,153.92,159.72,19.82,1.0,8.06,1.6
375,375,HEES,31,11/20/2014,05/26/2022,3.0,0.275,10.000000000000014,1,2014,10,NASDAQ-GS,Consumer Discretionary,Engineering & Construction,0.0,245140.0,1016999999.9999999,0.0,0.0,50.69,26.93,28.13,8.96,3.78,3.14,1.1
376,376,DWSN,1,12/13/2012,12/13/2012,0.0,0.15,0.0,0,2012,10,NASDAQ-GS,Energy,Oil & Gas Production,0.0,9554.0,31919000.0,0.0,0.0,3.0,1.29,1.31,0.0,0.0,-1.11,0.0
377,377,PAA,72,07/30/2004,04/28/2022,3.0,0.2175,20.833333333333343,2,2004,22,NASDAQ-GS,Energy,Oil & Gas Production,0.0,0.0,6884000000.0,0.0,0.0,12.1,8.64,9.68,42.09,8.61,0.23,0.87
378,378,RRR,2,03/14/2022,06/15/2022,3.5,0.25,0.0,0,2022,6,NASDAQ-GS,Consumer Discretionary,Recreational Games/Products/Toys,0.0,742492.0,2112000000.0,0.0,0.0,58.74,31.58,34.39,8.35,2.92,4.12,1.0
379,379,NXPI,16,09/24/2018,06/14/2022,2.8125,0.845,50.22222222222223,1,2018,4,NASDAQ-GS,Technology,Semiconductors,0.0,3304053.0,38802000000.0,0.0,0.0,239.91,143.34,145.91,18.13,2.31,8.05,3.38
380,380,MRVL,41,06/19/2012,07/07/2022,2.951219512195122,0.06,0.0,1,2012,10,NASDAQ-GS,Technology,Semiconductors,0.0,10601076.0,36267000000.0,0.0,0.0,93.85,41.75,42.98,0.0,0.56,-0.61,0.24
381,381,VIRT,28,08/28/2015,05/31/2022,2.892857142857143,0.24,0.0,1,2015,7,NASDAQ-GS,Finance,Investment Bankers/Brokers/Service,0.0,1693691.0,2650000000.0,0.0,0.0,38.63,22.5,23.42,7.91,4.11,2.96,0.96
382,382,CGNX,29,09/02/2015,05/19/2022,2.862068965517241,0.065,3233.333333333333,1,2015,19,NASDAQ-GS,Industrials,Industrial Machinery/Components,0.0,1336294.0,7793000000.0,0.0,0.0,92.17,41.69,44.08,28.44,0.6,1.55,0.26
383,383,ACTG,11,05/01/2013,11/04/2015,2.727272727272727,0.125,0.0,0,2013,9,NASDAQ-GS,Miscellaneous,Multi-Sector Companies,0.0,725040.0,236057000.0,0.0,0.0,7.54,3.3,4.76,0.0,0.0,-0.07,0.0
384,384,MKTX,52,11/06/2009,05/03/2022,2.8846153846153846,0.7,1081.8181818181818,1,2009,13,NASDAQ-GS,Finance,Investment Bankers/Brokers/Service,0.0,345320.0,10068000000.0,0.0,0.0,498.97,249.01,264.77,41.57,1.09,6.37,2.8
385,385,CMTL,48,10/20/2010,07/19/2022,2.9375,0.1,10.000000000000014,1,2010,12,NASDAQ-GS,Technology,Radio And Television Broadcasting And Communications Equipment,0.0,142830.0,243713000.0,0.0,0.0,27.7,8.42,9.25,0.0,4.31,-1.1,0.4
386,386,FCNCA,125,06/18/1991,05/27/2022,2.992,0.47,25.0,3,1991,34,NASDAQ-GS,Finance,Major Banks,0.0,90447.0,6628000000.0,0.0,0.0,947.71,598.01,683.71,12.2,0.28,56.05,1.88
387,387,MPWR,32,09/26/2014,06/29/2022,3.0,0.75,50.0,1,2014,10,NASDAQ-GS,Technology,Semiconductors,0.0,496083.0,16997000000.0,0.0,0.0,580.0,351.21,368.76,64.02,0.82,5.76,3.0
388,388,MCBS,11,10/31/2019,05/03/2022,2.8181818181818183,0.15,20.0,1,2019,3,NASDAQ-GS,Finance,Major Banks,0.0,46028.0,534005000.0,0.0,0.0,29.82,17.27,20.97,7.88,2.92,2.66,0.6
389,389,EWBC,94,02/18/1999,04/29/2022,2.9574468085106385,0.4,400.0,3,1999,23,NASDAQ-GS,Finance,Commercial Banks,0.0,1008635.0,9425000000.0,0.0,0.0,93.51,61.65,66.42,10.51,2.44,6.32,1.6
390,390,DAKT,27,09/04/2013,03/06/2020,3.037037037037037,0.05,11.111111111111114,1,2013,17,NASDAQ-GS,Industrials,Office Equipment/Supplies/Services,0.0,336329.0,131848999.99999999,0.0,0.0,6.63,2.83,2.9,290.0,0.0,0.01,0.0
391,391,UCBI,32,09/12/2014,06/14/2022,3.0,0.21,66.66666666666669,1,2014,20,NASDAQ-GS,Finance,Major Banks,0.0,547477.0,3286000000.0,0.0,0.0,39.32,27.62,31.04,12.03,2.71,2.58,0.84
392,392,GSM,1,09/04/2018,09/04/2018,3.0,0.06,0.0,0,2018,6,NASDAQ-CM,Basic Materials,Other Metals and Minerals,0.0,1112480.0,1072000000.0000001,0.0,0.0,11.25,4.53,5.73,9.24,0.0,0.62,0.0
393,393,FIBK,37,08/01/2013,05/09/2022,2.918918918918919,0.41,76.47058823529412,1,2013,12,NASDAQ-GS,Finance,Major Banks,0.0,834844.0,2412000000.0,0.0,0.0,45.91,32.4,38.77,20.19,4.24,1.92,1.64
394,394,CHX,2,04/07/2022,06/30/2022,1.0,0.075,0.0,0,2022,0,NASDAQ-GS,Industrials,Construction/Ag Equipment/Trucks,0.0,1995970.0,3587000000.0,0.0,0.0,28.08,18.42,17.75,25.72,1.52,0.69,0.3
395,395,UNTY,36,09/12/2013,06/09/2022,3.0,0.11,100.0,1,2013,24,NASDAQ-GM,Finance,Major Banks,0.0,74985.0,288183000.0,0.0,0.0,31.37,21.32,27.24,7.85,1.64,3.47,0.44
396,396,METCL,4,01/13/2022,10/13/2022,2.25,0.5625,0.0,0,2022,0,NASDAQ-GS,,,0.0,0.0,0.0,0.0,0.0,27.86,25.16,27.19,0.0,8.27,0.0,2.25
397,397,NYMTN,8,09/30/2020,06/30/2022,3.0,0.5,0.0,1,2020,5,NASDAQ-GS,Real Estate,Real Estate Investment Trusts,0.0,0.0,1054999999.9999999,0.0,0.0,26.34,19.8,20.09,0.0,10.03,0.0,2.0
398,398,GROW,187,03/15/2007,09/09/2022,0.9946524064171124,0.0075,100.0,2,2007,15,NASDAQ-CM,Finance,Investment Managers,0.0,67924.0,65494000.0,0.0,0.0,6.88,4.13,4.36,0.0,2.02,0.0,0.09
399,399,DMRC,9,05/09/2012,05/01/2014,2.6666666666666665,0.11,0.0,0,2012,10,NASDAQ-GS,Technology,EDP Services,0.0,122034.0,246693000.0,0.0,0.0,53.74,13.52,14.57,0.0,0.0,-2.64,0.0
400,400,PFG,42,03/08/2012,06/01/2022,3.023809523809524,0.64,16.66666666666667,1,2012,20,NASDAQ-GS,Finance,Specialty Insurers,0.0,1848523.0,17646000000.0,0.0,0.0,80.36,58.66,66.57,11.42,3.78,5.83,2.56
401,401,LPLA,41,05/11/2012,06/08/2022,2.951219512195122,0.25,40.74074074074073,1,2012,10,NASDAQ-GS,Finance,Investment Bankers/Brokers/Service,0.0,908438.0,14859000000.0,0.0,0.0,220.8,127.03,185.4,32.64,0.55,5.68,1.0
402,402,NTIC,5,05/04/2021,05/03/2022,3.0,0.07,7.692307692307708,0,2021,23,NASDAQ-GM,Industrials,Major Chemicals,0.0,5927.0,85776000.0,0.0,0.0,21.5,9.05,9.32,10.84,2.91,0.86,0.28
403,403,OPBK,14,02/06/2019,05/11/2022,2.7857142857142856,0.1,42.85714285714283,1,2019,3,NASDAQ-GM,Finance,Commercial Banks,0.0,52275.0,162079000.0,0.0,0.0,14.86,9.51,10.71,5.15,3.78,2.08,0.4
404,404,NTAP,37,07/09/2013,07/07/2022,2.918918918918919,0.5,100.0,1,2013,9,NASDAQ-GS,Technology,Electronic Components,0.0,2018051.0,14275000000.0,0.0,0.0,96.82,61.59,64.22,15.66,3.19,4.1,2.0
405,405,OXLCZ,4,03/14/2022,12/14/2022,2.25,0.3125,15.384616804733753,0,2022,0,NASDAQ-GS,Finance,Finance Companies,0.0,0.0,0.0,0.0,0.0,25.2,22.74,23.2,0.0,5.27,0.0,1.25
406,406,FTAI,28,08/19/2015,05/12/2022,2.892857142857143,0.33,120.0,1,2015,7,NASDAQ-GS,Consumer Discretionary,Diversified Commercial Services,0.0,0.0,1928000000.0,0.0,0.0,33.42,16.74,19.44,0.0,6.83,-3.35,1.32
407,407,AUBN,103,12/06/1996,06/09/2022,3.0,0.265,66.66666666666669,3,1996,27,NASDAQ-GM,Finance,Major Banks,0.0,3040.0,96798000.0,0.0,0.0,37.11,26.6,27.15,11.93,3.85,2.3,1.06
408,408,DHIL,6,03/10/2021,06/01/2022,3.1666666666666665,1.5,1900.0,0,2021,14,NASDAQ-GS,Finance,Investment Managers,0.0,10342.0,560249000.0,0.0,0.0,234.84,160.0,176.64,8.08,3.41,21.85,6.0
409,409,RILYG,4,01/13/2022,10/13/2022,2.25,0.3125,57.89471024931197,0,2022,0,NASDAQ-GM,Consumer Discretionary,Business Services,0.0,0.0,0.0,0.0,0.0,25.3,22.23,22.7,0.0,5.46,0.0,1.25
410,410,NCTY,1,01/29/2009,01/29/2009,0.0,1.07,0.0,0,2009,13,NASDAQ-CM,Consumer Discretionary,Business Services,461.0,687571.0,36891000.0,0.0,0.0,18.41,1.14,1.86,0.0,0.0,0.0,0.0
411,411,GIGM,1,04/01/2002,04/01/2002,0.0,2.0,0.0,0,2002,20,NASDAQ-CM,Technology,"Computer Software: Programming, Data Processing",0.0,18033.0,17352000.0,0.0,0.0,3.34,1.49,1.57,0.0,0.0,-0.34,0.0
412,412,TSBK,37,05/08/2013,05/12/2022,3.0,0.22,76.9230769230769,1,2013,24,NASDAQ-GM,Finance,Banks,0.0,5457.0,211124000.0,0.0,0.0,29.99,24.05,25.27,8.96,3.45,2.82,0.88
413,413,FNWD,3,12/28/2021,06/23/2022,2.0,0.31,0.0,0,2021,1,NASDAQ-CM,Finance,Savings Institutions,0.0,4863.0,129007000.0,0.0,0.0,50.0,36.1,37.08,10.45,3.31,3.55,1.24
414,414,JACK,7,12/01/2020,06/06/2022,3.142857142857143,0.44,10.0,1,2020,8,NASDAQ-GS,Consumer Discretionary,Restaurants,0.0,472591.0,1264000000.0,0.0,0.0,113.64,54.8,60.13,10.35,3.04,5.81,1.76
415,415,XPER,41,05/22/2012,05/27/2022,2.926829268292683,0.05,520.0,1,2012,10,NASDAQ-GS,Technology,Semiconductors,0.0,504199.0,1566000000.0,0.0,0.0,21.92,13.39,14.98,0.0,1.4,-0.34,0.2
416,416,RUTH,1,05/18/2022,05/18/2022,3.0,0.14,16.666666666666686,0,2022,9,NASDAQ-GS,Consumer Discretionary,Restaurants,0.0,330923.0,576176000.0,0.0,0.0,24.93,15.89,16.79,13.22,3.37,1.27,0.56
417,417,TER,33,05/07/2014,05/24/2022,2.909090909090909,0.11,28.571428571428555,1,2014,8,NASDAQ-GS,Industrials,Electrical Products,0.0,1851165.0,14150000000.0,0.0,0.0,168.91,84.22,86.81,16.14,0.51,5.38,0.44
418,418,NTRS,135,12/05/1988,06/09/2022,2.977777777777778,0.7,30.952380952380963,4,1988,34,NASDAQ-GS,Finance,"Trusts, Except Educational, Religious, and Charitable",0.0,904312.0,20062000000.0,0.0,0.0,135.15,89.68,96.61,13.42,2.87,7.2,2.8
419,419,ASTL,2,02/25/2022,06/24/2022,2.0,0.05,0.0,0,2022,0,NASDAQ-GM,,,0.0,1292234.0,994096000.0,0.0,0.0,13.65,7.75,8.87,0.0,2.17,0.0,0.2
420,420,SLRC,52,03/16/2010,06/22/2022,2.826923076923077,0.136667,76.47058823529412,1,2010,12,NASDAQ-GS,Finance,Finance/Investors Services,0.0,348094.0,638983000.0,0.0,0.0,20.05,14.04,15.12,16.09,10.88,0.94,1.64
421,421,MLVF,10,09/26/2008,12/29/2010,2.7,0.03,0.0,1,2008,14,NASDAQ-GM,Finance,Banks,0.0,5847.0,121881000.0,0.0,0.0,19.0,15.12,15.99,0.0,0.0,-0.27,0.0
422,422,DSGR,97,12/27/1988,06/29/2012,2.9072164948453607,0.12,100.0,3,1988,34,NASDAQ-GS,Industrials,Industrial Machinery/Components,0.0,40074.0,0.0,0.0,0.0,57.8,33.92,49.8,31.72,0.0,1.57,0.0
423,423,LMAT,46,03/18/2011,05/16/2022,2.9130434782608696,0.125,27.27272727272729,1,2011,11,NASDAQ-GM,Health Care,Medical/Dental Instruments,0.0,127004.0,1016999999.9999999,0.0,0.0,61.02,38.32,46.58,37.26,1.08,1.25,0.5
424,424,SBT,9,02/13/2018,02/20/2020,2.6666666666666665,0.01,0.0,1,2018,4,NASDAQ-CM,Finance,Savings Institutions,0.0,124743.0,294118000.0,0.0,0.0,7.26,4.33,5.83,13.25,0.0,0.44,0.0
425,425,GWRS,75,05/13/2016,07/14/2022,0.9866666666666668,0.02458,9.999999999999986,1,2016,6,NASDAQ-GM,Utilities,Water Supply,0.0,23704.0,308256000.0,0.0,0.0,21.25,12.54,13.61,61.86,2.16,0.22,0.295
426,426,ACGLO,20,12/14/2017,09/14/2022,2.85,0.340625,0.0,1,2017,5,NASDAQ-GS,Finance,Property-Casualty Insurers,0.0,0.0,13294000000.0,0.0,0.0,26.6,21.16,22.76,0.0,5.96,0.0,1.3625
427,427,HROWL,3,10/14/2021,04/13/2022,2.0,0.5390625,0.0,0,2021,1,NASDAQ-GM,,,0.0,0.0,0.0,0.0,0.0,27.05,22.24,24.41,0.0,8.89,0.0,2.1563
428,428,OCFC,100,07/24/1997,05/06/2022,2.98,0.17,26.66666666666667,3,1997,25,NASDAQ-GS,Finance,Savings Institutions,0.0,284622.0,1143000000.0,0.0,0.0,24.25,18.3,19.24,11.52,3.48,1.67,0.68
429,429,GT,25,01/29/2014,01/31/2020,3.0,0.16,42.85714285714283,1,2014,22,NASDAQ-GS,Consumer Discretionary,Automotive Aftermarket,0.0,5107815.0,3111000000.0,0.0,0.0,24.89,10.51,11.06,3.7,0.0,2.99,0.0
430,430,ALRS,12,09/19/2019,06/16/2022,2.75,0.18,12.5,1,2019,3,NASDAQ-CM,Finance,Commercial Banks,0.0,32454.0,409553000.0,0.0,0.0,38.31,22.4,23.8,8.85,3.04,2.69,0.72
431,431,CXDO,2,02/17/2022,05/26/2022,1.5,0.005,0.0,0,2022,0,NASDAQ-CM,Consumer Discretionary,Telecommunications Equipment,0.0,48976.0,65272000.00000001,0.0,0.0,7.2,2.1,3.01,0.0,0.66,-0.14,0.02
432,432,NFE,8,09/03/2020,06/13/2022,2.625,0.1,0.0,1,2020,2,NASDAQ-GS,Utilities,Oil/Gas Transmission,0.0,1217816.0,8272000000.0,0.0,0.0,52.37,19.17,39.99,22.59,1.01,1.77,0.4
433,433,HMST,9,05/01/2020,05/09/2022,3.0,0.35,66.66666666666669,1,2020,9,NASDAQ-GS,Finance,Banks,0.0,177486.0,728634000.0,0.0,0.0,57.4,33.76,35.63,6.96,3.92,5.12,1.4
434,434,WINA,50,05/10/2010,05/10/2022,2.88,0.7,16666.666666666668,1,2010,12,NASDAQ-GM,Miscellaneous,Diversified Commercial Services,0.0,16853.0,720232000.0,0.0,0.0,277.99,183.94,202.8,18.88,1.41,10.74,2.8
435,435,GIPR,12,10/14/2021,09/14/2022,0.9166666666666666,0.054,1.4210854715202004e-14,0,2021,1,NASDAQ-CM,Real Estate,Real Estate Investment Trusts,0.0,16057.0,14743000.0,0.0,0.0,10.25,5.75,6.8,0.0,10.17,0.0,0.648
436,436,LOAN,37,08/13/2013,07/07/2022,2.972972972972973,0.125,250.00000000000009,1,2013,19,NASDAQ-CM,Real Estate,Real Estate Investment Trusts,0.0,24029.0,64370999.99999999,0.0,0.0,8.0,5.25,5.6,13.02,8.91,0.43,0.5
437,437,SELF,26,03/11/2016,06/14/2022,2.8846153846153846,0.065,0.0,1,2016,6,NASDAQ-CM,Real Estate,Real Estate Investment Trusts,0.0,54257.0,63074000.0,0.0,0.0,7.36,4.93,5.89,19.0,4.56,0.31,0.26
438,438,BHFAL,15,11/29/2018,05/31/2022,2.8,0.390625,0.0,1,2018,4,NASDAQ-GS,Finance,Life Insurance,0.0,0.0,0.0,0.0,0.0,28.44,23.06,24.72,0.0,6.26,0.0,1.5625
439,439,OP,2,03/31/2022,06/13/2022,1.5,0.01,0.0,0,2022,0,NASDAQ-CM,,,0.0,598130.0,4057000.0000000005,0.0,0.0,12.09,0.39,0.4475,0.0,8.49,0.0,0.04
440,440,CTG,15,03/20/2013,09/22/2016,2.8,0.06,20.0,0,2013,9,NASDAQ-GS,Technology,EDP Services,0.0,22428.0,124276000.0,0.0,0.0,10.38,6.77,8.1,8.44,0.0,0.96,0.0
441,441,SSP,11,06/14/2018,12/14/2020,3.090909090909091,0.05,0.0,1,2018,22,NASDAQ-GS,Industrials,Broadcasting,0.0,336830.0,1048999999.9999999,0.0,0.0,23.61,12.35,12.71,13.52,1.56,0.94,0.2
442,442,UBCP,61,05/23/2007,06/09/2022,3.0,0.155,101.66666666666669,2,2007,29,NASDAQ-CM,Finance,Major Banks,0.0,6040.0,95024000.0,0.0,0.0,20.82,12.73,15.9,9.94,3.88,1.6,0.62
